seccional,direccion,localidad,direccion_limpia,direccion_completa_limpia,location,lat,lon
LANUS Nº 10,SITIO DE MONTEVIDEO 59,LANUS,SITIO DE MONTEVIDEO 59,"SITIO DE MONTEVIDEO 59, LANUS, Argentina","59, Sitio de Montevideo, Lanús Centro Oeste, Lanús Oeste, Partido de Lanús, Buenos Aires, B1824, Argentina",-34.7055122,-58.3909715
AVELLANEDA Nº 2,AVENIDA MITRE 351,AVELLANEDA,AVENIDA MITRE 351,"AVENIDA MITRE 351, AVELLANEDA, Argentina","351, Avenida Bartolomé Mitre, Crucecita, Avellaneda, Partido de Avellaneda, Buenos Aires, 1870, Argentina",-34.6593354,-58.369388
LOMAS DE ZAMORA Nº 9,BOEDO 139,LOMAS DE ZAMORA,BOEDO 139,"BOEDO 139, LOMAS DE ZAMORA, Argentina","139, Mariano Boedo, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",-34.7596029,-58.3985807
QUILMES Nº 7,ENTRE RIOS 674,QUILMES,ENTRE RIOS 674,"ENTRE RIOS 674, QUILMES, Argentina","674, Entre Ríos, Quilmes Este, Quilmes, Partido de Quilmes, Buenos Aires, 1877, Argentina",-34.7278908,-58.2670294
CORDOBA Nº 21,MONSEÑOR PABLO CABRERA 2108,CORDOBA,MONSEÑOR PABLO CABRERA 2108,"MONSEÑOR PABLO CABRERA 2108, CORDOBA, Argentina","Monseñor Pablo Cabrera, Marqués de Sobremonte Anexo, Marqués de Sobremonte, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5008, Argentina",-31.3678283,-64.2051757
MERLO Nº 3,NOGUERA 984,SAN ANTONIO DE PADUA,NOGUERA 984,"NOGUERA 984, SAN ANTONIO DE PADUA, Argentina","Registro Nacional de la Propiedad del Automotor Seccional Merlo 3, 984, Noguera, San Antonio de Padua, Partido de Merlo, Buenos Aires, 1718, Argentina",-34.6732896,-58.6909972
MENDOZA Nº 18,BELGRANO 679,MENDOZA,BELGRANO 679,"BELGRANO 679, MENDOZA, Argentina","Distrito Belgrano, Departamento Guaymallén, Mendoza, Argentina",-32.8841754,-68.7985897
SAN MARTIN Nº 9,VICENTE LOPEZ 3098,SAN MARTIN,VICENTE LOPEZ 3098,"VICENTE LOPEZ 3098, SAN MARTIN, Argentina","Vicente López, Pueblo Nuevo, Pigüé, Cuartel II, Partido de Saavedra, Buenos Aires, 8170, Argentina",-37.6090113,-62.404088
MORENO Nº 1,INTENDENTE PAGANO 2758,MORENO,INTENDENTE PAGANO 2758,"INTENDENTE PAGANO 2758, MORENO, Argentina","2758, Boulevard Evita, Rancho Grande, Moreno Centro Norte, Moreno, Partido de Moreno, Buenos Aires, B1744, Argentina",-34.6448395,-58.787476
LA PLATA Nº 07,REGISTRO AUTOMOTOR 7,LA PLATA,REGISTRO AUTOMOTOR 7,"REGISTRO AUTOMOTOR 7, LA PLATA, Argentina",,,
BERAZATEGUI Nº 4,REGISTRO AUTOMOTOR 4,BERAZATEGUI,REGISTRO AUTOMOTOR 4,"REGISTRO AUTOMOTOR 4, BERAZATEGUI, Argentina",,,
LOMAS DE ZAMORA Nº 8,ACEVEDO 83,LOMAS DE ZAMORA,ACEVEDO 83,"ACEVEDO 83, LOMAS DE ZAMORA, Argentina","83, Manuel Acevedo, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",-34.759702,-58.4007794
ESCOBAR Nº 1,EUGENIA TAPIA DE CRUZ 440,ESCOBAR,EUGENIA TAPIA DE CRUZ 440,"EUGENIA TAPIA DE CRUZ 440, ESCOBAR, Argentina","440, Eugenia Tapia de Cruz, Belén de Escobar, Partido de Escobar, Buenos Aires, 1625, Argentina",-34.3456919,-58.7929538
ESCOBAR Nº 2,EUGENIA TAPIA DE CRUZ 440,ESCOBAR,EUGENIA TAPIA DE CRUZ 440,"EUGENIA TAPIA DE CRUZ 440, ESCOBAR, Argentina","440, Eugenia Tapia de Cruz, Belén de Escobar, Partido de Escobar, Buenos Aires, 1625, Argentina",-34.3456919,-58.7929538
SAN MARTIN Nº 4,FELIX BALLESTER 2368,SAN MARTIN,FELIX BALLESTER 2368,"FELIX BALLESTER 2368, SAN MARTIN, Argentina","Registro del Automotor San Martín n°4, 2368, 97 - Félix Ballester, General San Martín, Partido de General San Martín, Buenos Aires, B1650, Argentina",-34.5768788,-58.5439639
MARCOS PAZ,RAMON MELGAR 1891,MARCOS PAZ,RAMON MELGAR 1891,"RAMON MELGAR 1891, MARCOS PAZ, Argentina","1891, Ramón Melgar, La Trocha, Marcos Paz, Partido de Marcos Paz, Buenos Aires, B1727, Argentina",-34.7832291,-58.8343193
MENDOZA Nº 10,BELGRANO 679,MENDOZA,BELGRANO 679,"BELGRANO 679, MENDOZA, Argentina","Distrito Belgrano, Departamento Guaymallén, Mendoza, Argentina",-32.8841754,-68.7985897
SAN MARTIN Nº 3,SAN LORENZO 2615,SAN ANDRES,SAN LORENZO 2615,"SAN LORENZO 2615, SAN ANDRES, Argentina","2615, 91 - San Lorenzo, Villa Yapeyú, San Andrés, Partido de General San Martín, Buenos Aires, B1650, Argentina",-34.5725167,-58.5441512
CORDOBA Nº 24,GREGORIO DE LAFERRERE 2207,CORDOBA,GREGORIO DE LAFERRERE 2207,"GREGORIO DE LAFERRERE 2207, CORDOBA, Argentina","2207, Gregorio de Laferrere, Parque Corema, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina",-31.3698302,-64.2293181
CORDOBA Nº 02,MARIANO MORENO 475,CORDOBA,MARIANO MORENO 475,"MARIANO MORENO 475, CORDOBA, Argentina","475, Mariano Moreno, Luis de Tejeda, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina",-31.3173223,-64.3024491
CORDOBA Nº 05,AVENIDA GENERAL PAZ 323,CORDOBA,AVENIDA GENERAL PAZ 323,"AVENIDA GENERAL PAZ 323, CORDOBA, Argentina","323, Avenida General Paz, Centro, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina",-31.4114094,-64.1852769
CORDOBA Nº 12,AVENIDA MAIPU 177,CORDOBA,AVENIDA MAIPU 177,"AVENIDA MAIPU 177, CORDOBA, Argentina","177, Avenida Maipú, Centro, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina",-31.4152732,-64.1793115
CORDOBA Nº 18,SANTA ROSA 1088,CORDOBA,SANTA ROSA 1088,"SANTA ROSA 1088, CORDOBA, Argentina","1088, Santa Rosa, Alberdi, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina",-31.4081387,-64.1974123
VILLA GOBERNADOR GALVEZ,GARIBALDI 2031,VILLA GOBERNADOR GALVEZ,GARIBALDI 2031,"GARIBALDI 2031, VILLA GOBERNADOR GALVEZ, Argentina","2031, Pasaje Garibaldi, Villa Gobernador Gálvez, Municipio de Villa Gobernador Gálvez, Gran Rosario, Departamento Rosario, S2124, Argentina",-33.0246402,-60.627527
BERAZATEGUI Nº 3,AVENIDA MITRE 836,BERAZATEGUI,AVENIDA MITRE 836,"AVENIDA MITRE 836, BERAZATEGUI, Argentina","Avenida Mitre, Berazategui, Partido de Berazategui, Buenos Aires, B1880BFS, Argentina",-34.7572657,-58.2074202
BERAZATEGUI Nº 2,AVENIDA MITRE 836,BERAZATEGUI,AVENIDA MITRE 836,"AVENIDA MITRE 836, BERAZATEGUI, Argentina","Avenida Mitre, Berazategui, Partido de Berazategui, Buenos Aires, B1880BFS, Argentina",-34.7572657,-58.2074202
GENERAL RODRIGUEZ Nº 2,JUAN 23 257,GENERAL RODRIGUEZ,JUAN 23 257,"JUAN 23 257, GENERAL RODRIGUEZ, Argentina",,,
BERAZATEGUI Nº 1,LISANDRO DE LA TORRE 1364,BERAZATEGUI,LISANDRO DE LA TORRE 1364,"LISANDRO DE LA TORRE 1364, BERAZATEGUI, Argentina","Diagonal Lisandro de la Torre, Barrio 12 de Octubre, Berazategui, Partido de Berazategui, Buenos Aires, 1882, Argentina",-34.7559498,-58.2252227
CORDOBA Nº 23,MAIPU 177,CORDOBA,MAIPU 177,"MAIPU 177, CORDOBA, Argentina","177, Maipu, Tío Pujio, Municipio de Tío Pujio, Pedanía Yucat, Departamento General San Martín, Córdoba, 5936, Argentina",-32.2905251,-63.3478714
CORDOBA Nº 19,MARIANO MORENO 475,CORDOBA,MARIANO MORENO 475,"MARIANO MORENO 475, CORDOBA, Argentina","475, Mariano Moreno, Luis de Tejeda, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina",-31.3173223,-64.3024491
MENDOZA Nº 09,BELGRANO 679,MENDOZA,BELGRANO 679,"BELGRANO 679, MENDOZA, Argentina","Distrito Belgrano, Departamento Guaymallén, Mendoza, Argentina",-32.8841754,-68.7985897
MENDOZA Nº 04,FORMOSA 364,MENDOZA,FORMOSA 364,"FORMOSA 364, MENDOZA, Argentina","Registro Automotor - Mendoza N°4, 364, Formosa, Bombal, Ciudad de Mendoza, Sección 2ª Barrio Cívico, Departamento Capital, Mendoza, M5500EOK, Argentina",-32.9029867,-68.838963
CAPITAL FEDERAL Nº 016,AVENIDA DE MAYO 666,CABA,AVENIDA DE MAYO 666,"AVENIDA DE MAYO 666, CABA, Argentina","666, Avenida de Mayo, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1084AAA, Argentina",-34.6087956,-58.3758631
CAÑUELAS,9 DE JULIO 524,CANUELAS,9 DE JULIO 524,"9 DE JULIO 524, CANUELAS, Argentina","9 de Julio, Los Aromos, Cañuelas, Partido de Cañuelas, Buenos Aires, 1814, Argentina",-35.0385589,-58.7461116
LOMAS DE ZAMORA Nº 2,SIXTO FERNANDEZ 1090,LOMAS DE ZAMORA,SIXTO FERNANDEZ 1090,"SIXTO FERNANDEZ 1090, LOMAS DE ZAMORA, Argentina","1090, Sixto Fernández, Lomitas, Lomas de Zamora, Partido de Lomas de Zamora, Buenos Aires, B1832, Argentina",-34.7650343,-58.4136749
CORDOBA Nº 16,JERONIMO LUIS DE CABRERA 611,CORDOBA,JERONIMO LUIS DE CABRERA 611,"JERONIMO LUIS DE CABRERA 611, CORDOBA, Argentina","611, Jerónimo Luis de Cabrera, Villa  de Emergencia  ""Los Galpones"", Alta Córdoba, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5001, Argentina",-31.397228,-64.1852052
AVELLANEDA Nº 4,RAMALLO 34,SARANDI,RAMALLO 34,"RAMALLO 34, SARANDI, Argentina","34, Ramallo, Villa Cristóbal Colón, Sarandí, Partido de Avellaneda, Buenos Aires, B1874ABR, Argentina",-34.6868198,-58.3387758
GENERAL RODRIGUEZ Nº 1,CANGALLO 234,GENERAL RODRIGUEZ,CANGALLO 234,"CANGALLO 234, GENERAL RODRIGUEZ, Argentina","Cangallo, General Rodríguez, Partido de General Rodríguez, Buenos Aires, B1748, Argentina",-34.6027882,-58.9469368
MENDOZA Nº 05,BELGRANO 679,MENDOZA,BELGRANO 679,"BELGRANO 679, MENDOZA, Argentina","Distrito Belgrano, Departamento Guaymallén, Mendoza, Argentina",-32.8841754,-68.7985897
LANUS Nº 8,ITUZAINGO 1280,LANUS,ITUZAINGO 1280,"ITUZAINGO 1280, LANUS, Argentina","1280, Ituzaingó, Villa General Paz, Lanús Este, Partido de Lanús, Buenos Aires, B1824, Argentina",-34.7081963,-58.3877432
LA PLATA Nº 05,AVENIDA 44 1589,LA PLATA,AVENIDA 44 1589,"AVENIDA 44 1589, LA PLATA, Argentina","1589, Avenida 44, La Plata, Partido de La Plata, Buenos Aires, 1900, Argentina",-34.9291112,-57.9757107
ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),AVENIDA VILLANUEVA 1260,INGENIERO MASCHWITZ,AVENIDA VILLANUEVA 1260,"AVENIDA VILLANUEVA 1260, INGENIERO MASCHWITZ, Argentina","Avenida Benito Villanueva, Ingeniero Maschwitz, Partido de Escobar, Buenos Aires, B1623, Argentina",-34.3925434,-58.7388281
EZEIZA Nº 1 (EX. ESTEBAN ECHEVERRIA NO 4),9 DE JULIO 231,EZEIZA,9 DE JULIO 231,"9 DE JULIO 231, EZEIZA, Argentina","9 de Julio, Ezeiza, Partido de Ezeiza, Buenos Aires, 1804, Argentina",-34.8573384,-58.5176717
ITUZAINGO Nº 3,PIRAN 83,ITUZAINGO,PIRAN 83,"PIRAN 83, ITUZAINGO, Argentina","83, Pirán, Ituzaingó, Partido de Ituzaingó, Buenos Aires, B1714LVH, Argentina",-34.6599834,-58.6704011
AVELLANEDA Nº 3,AVENIDA MANUEL BELGRANO 366,AVELLANEDA,AVENIDA MANUEL BELGRANO 366,"AVENIDA MANUEL BELGRANO 366, AVELLANEDA, Argentina","Avenida Manuel Belgrano, Barrio Avellaneda, Beltrán, Municipio de Beltrán, Departamento Robles, Santiago del Estero, G4308, Argentina",-27.8300293,-64.0576848
LA PLATA Nº 08,CALLE 44 2225,LA PLATA,CALLE 44 2225,"CALLE 44 2225, LA PLATA, Argentina","Calle 44, Barrio Jardín, Villa Elisa, Partido de La Plata, Buenos Aires, B1894AAR, Argentina",-34.8504376,-58.0800751
ROSARIO Nº 17,SANTA FE 2333,ROSARIO,SANTA FE 2333,"SANTA FE 2333, ROSARIO, Argentina","2333, Santa Fe, Alberto Olmedo, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, S2000, Argentina",-32.9421068,-60.6548083
ROSARIO Nº 12,SAN LORENZO 1621,ROSARIO,SAN LORENZO 1621,"SAN LORENZO 1621, ROSARIO, Argentina","1621, San Lorenzo, Martin, Rosario Centro, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, S2000, Argentina",-32.9428702,-60.6449523
CAPITAL FEDERAL Nº 040,SAN JOSE 352,CABA,SAN JOSE 352,"SAN JOSE 352, CABA, Argentina","352, San José, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1091ABA, Argentina",-34.6128026,-58.3860661
LANUS Nº 7,SALTA 1966,LANUS ESTE,SALTA 1966,"SALTA 1966, LANUS ESTE, Argentina","1966, Salta, Villa General Paz, Lanús Este, Partido de Lanús, Buenos Aires, B1824, Argentina",-34.710901,-58.3853346
LA PLATA Nº 03,AVENIDA 53 1066,LA PLATA,AVENIDA 53 1066,"AVENIDA 53 1066, LA PLATA, Argentina","1066, Avenida 53, La Plata, Partido de La Plata, Buenos Aires, 1900, Argentina",-34.9250719,-57.9572624
LANUS Nº 6,O'HIGGINS 1979,LANUS ESTE,O'HIGGINS 1979,"O'HIGGINS 1979, LANUS ESTE, Argentina","1979, General O'Higgins, Villa General Paz, Lanús Este, Partido de Lanús, Buenos Aires, B1824, Argentina",-34.7089716,-58.3881741
GODOY CRUZ,BELTRAN 51,GODOY CRUZ,BELTRAN 51,"BELTRAN 51, GODOY CRUZ, Argentina","51, Teniente Coronel Luis Beltrán Sur, Zona Centro Godoy Cruz, Distrito Ciudad de Godoy Cruz, Departamento Godoy Cruz, Mendoza, 5501, Argentina",-32.9245938,-68.8498705
CORDOBA Nº 04,PROGRESO 1837,CORDOBA,PROGRESO 1837,"PROGRESO 1837, CORDOBA, Argentina","1837, Progreso, Villa Cabrera, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina",-31.3894974,-64.2060645
CAPITAL FEDERAL Nº 043,AVENIDA DE MAYO 1365,CABA,AVENIDA DE MAYO 1365,"AVENIDA DE MAYO 1365, CABA, Argentina","1365, Avenida de Mayo, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1187AAG, Argentina",-34.6092053,-58.3857525
LA PLATA Nº 10,CALLE 37 507,LA PLATA,CALLE 37 507,"CALLE 37 507, LA PLATA, Argentina","507, Calle 37, Barrio Hipódromo, La Plata, Partido de La Plata, Buenos Aires, 1900, Argentina",-34.9029863,-57.9614669
ROSARIO Nº 08,ENTRE RIOS 1133,ROSARIO,ENTRE RIOS 1133,"ENTRE RIOS 1133, ROSARIO, Argentina","1133, Entre Ríos, Martin, Rosario Centro, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, S2000, Argentina",-32.9501245,-60.6419312
AVELLANEDA Nº 5,BELGRANO 221,AVELLANEDA,BELGRANO 221,"BELGRANO 221, AVELLANEDA, Argentina","Belgrano, Lamarque, Municipio de Lamarque, Departamento Avellaneda, Río Negro, 8363, Argentina",-39.4305648,-65.6998296
LOMAS DE ZAMORA Nº 4,REGISTRO AUTOMOTOR 4,LOMAS DE ZAMORA,REGISTRO AUTOMOTOR 4,"REGISTRO AUTOMOTOR 4, LOMAS DE ZAMORA, Argentina",,,
SAN MARTIN Nº 6,RICARDO BALBIN 1777,SAN MARTIN,RICARDO BALBIN 1777,"RICARDO BALBIN 1777, SAN MARTIN, Argentina","1777, Avenida 101 - Doctor Ricardo Balbín, General San Martín, Partido de General San Martín, Buenos Aires, B1650AAE, Argentina",-34.5830649,-58.5390414
ROSARIO Nº 07,SARMIENTO 3514,ROSARIO,SARMIENTO 3514,"SARMIENTO 3514, ROSARIO, Argentina","3514, Sarmiento, España y Hospitales, Distrito Sur, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, S2001, Argentina",-32.9781166,-60.6462375
CORDOBA Nº 13,HERIBERTO MARTINEZ 7006,CORDOBA,HERIBERTO MARTINEZ 7006,"HERIBERTO MARTINEZ 7006, CORDOBA, Argentina","7006, Heriberto Martínez, Argüello, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5022, Argentina",-31.3399895,-64.2632853
MENDOZA Nº 16,COLON 660,MENDOZA,COLON 660,"COLON 660, MENDOZA, Argentina","660, Colon, Distrito Ciudad de General Alvear, General Alvear, Mendoza, 5620, Argentina",-34.9815213,-67.6977348
LA PLATA Nº 13,CALLE 17 698,LA PLATA,CALLE 17 698,"CALLE 17 698, LA PLATA, Argentina","698, Calle 17, La Plata, Partido de La Plata, Buenos Aires, 1900, Argentina",-34.9215634,-57.9634239
ROSARIO Nº 18,RIOJA 1128,ROSARIO,RIOJA 1128,"RIOJA 1128, ROSARIO, Argentina","1128, Rioja, Martin, Rosario Centro, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, S2000, Argentina",-32.947554,-60.6388984
CAPITAL FEDERAL Nº 069,LAVALLE 1759,CABA,LAVALLE 1759,"LAVALLE 1759, CABA, Argentina","Lavalle, Esmeralda, Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1049AAQ, Argentina",-34.6017393,-58.3781082
MENDOZA Nº 17,25 DE MAYO 593,MENDOZA,25 DE MAYO 593,"25 DE MAYO 593, MENDOZA, Argentina","Registro Automotor - Mendoza N°18, 593, 25 de Mayo, Bombal, Ciudad de Mendoza, Sección 2ª Barrio Cívico, Departamento Capital, Mendoza, M5500GEE, Argentina",-32.8940892,-68.8482492
MAIPU Nº 2,BERNARDINO RIVADAVIA 268,MAIPU,BERNARDINO RIVADAVIA 268,"BERNARDINO RIVADAVIA 268, MAIPU, Argentina","268, Bernardino Rivadavia, Maipú, Departamento Maipú, Mendoza, M5515BLB, Argentina",-32.9803401,-68.7933826
CAPITAL FEDERAL Nº 068,ALSINA 1760,CABA,ALSINA 1760,"ALSINA 1760, CABA, Argentina","1760, Adolfo Alsina, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1089AAH, Argentina",-34.6114957,-58.3911576
PILAR Nº 1,TUCUMAN 501,PILAR,TUCUMAN 501,"TUCUMAN 501, PILAR, Argentina","501, Tucumán, Villa Morra, Pilar, Partido del Pilar, Buenos Aires, 1629, Argentina",-34.4556642,-58.9120617
QUILMES Nº 4,RODOLFO LOPEZ 874,QUILMES,RODOLFO LOPEZ 874,"RODOLFO LOPEZ 874, QUILMES, Argentina","874, Avenida Rodolfo López, Quilmes Este, Quilmes, Partido de Quilmes, Buenos Aires, 1877, Argentina",-34.7245472,-58.2720809
CORDOBA Nº 17,27 DE ABRIL 1155,CORDOBA,27 DE ABRIL 1155,"27 DE ABRIL 1155, CORDOBA, Argentina","1155, 27 de Abril, Alberdi, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina",-31.4126021,-64.2001242
ROSARIO Nº 03,ITUZAINGO 1985,ROSARIO,ITUZAINGO 1985,"ITUZAINGO 1985, ROSARIO, Argentina","1985, Ituzaingó, Abasto, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, S2000, Argentina",-32.9586714,-60.6538835
MENDOZA Nº 06,BELGRANO 679,MENDOZA,BELGRANO 679,"BELGRANO 679, MENDOZA, Argentina","Distrito Belgrano, Departamento Guaymallén, Mendoza, Argentina",-32.8841754,-68.7985897
PILAR Nº 2,TUCUMAN 501,PILAR,TUCUMAN 501,"TUCUMAN 501, PILAR, Argentina","501, Tucumán, Villa Morra, Pilar, Partido del Pilar, Buenos Aires, 1629, Argentina",-34.4556642,-58.9120617
LANUS Nº 5,AMANCIO ALCORTA 143,LANUS,AMANCIO ALCORTA 143,"AMANCIO ALCORTA 143, LANUS, Argentina","143, Amancio Alcorta, Lanús Centro Oeste, Lanús Oeste, Partido de Lanús, Buenos Aires, 1824, Argentina",-34.7002531,-58.3939476
CAPITAL FEDERAL Nº 056,LIBERTAD 417,CABA,LIBERTAD 417,"LIBERTAD 417, CABA, Argentina","417, Libertad, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1043AAL, Argentina",-34.6035584,-58.3836789
ENSENADA,ITALIA 50,ENSENADA,ITALIA 50,"ITALIA 50, ENSENADA, Argentina","Italia, Barrio El Farol, Ensenada, Partido de Ensenada, Buenos Aires, B1925, Argentina",-34.8639885,-57.9020469
CORDOBA Nº 01,9 DE JULIO 267,CORDOBA,9 DE JULIO 267,"9 DE JULIO 267, CORDOBA, Argentina","267, 9 de Julio, La Peatonal, Centro, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina",-31.4138704,-64.1871786
CAPITAL FEDERAL Nº 002,VIAMONTE 1465,CABA,VIAMONTE 1465,"VIAMONTE 1465, CABA, Argentina","1465, Viamonte, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1138, Argentina",-34.6005631,-58.3876152
CORDOBA Nº 15,9 DE JULIO 40,CORDOBA,9 DE JULIO 40,"9 DE JULIO 40, CORDOBA, Argentina","40, 9 de Julio, La Peatonal, Centro, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina",-31.414605,-64.1840737
QUILMES Nº 3,RODOLFO LOPEZ 874,QUILMES,RODOLFO LOPEZ 874,"RODOLFO LOPEZ 874, QUILMES, Argentina","874, Avenida Rodolfo López, Quilmes Este, Quilmes, Partido de Quilmes, Buenos Aires, 1877, Argentina",-34.7245472,-58.2720809
CAPITAL FEDERAL Nº 027,25 DE MAYO 445,CABA,25 DE MAYO 445,"25 DE MAYO 445, CABA, Argentina","445, 25 de Mayo, Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1043AAC, Argentina",-34.6025205,-58.3710761
LA PLATA Nº 06,CALLE 16 1065,LA PLATA,CALLE 16 1065,"CALLE 16 1065, LA PLATA, Argentina","1065, Calle 16, La Plata, Partido de La Plata, Buenos Aires, 1900, Argentina",-34.9254224,-57.9561738
ROSARIO Nº 11,JUJUY 2379,ROSARIO,JUJUY 2379,"JUJUY 2379, ROSARIO, Argentina","2379, Jujuy, Área Comercial Pichincha II, Alberto Olmedo, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, S2000, Argentina",-32.9351769,-60.6535457
CAPITAL FEDERAL Nº 015,MORENO 1270,CABA,MORENO 1270,"MORENO 1270, CABA, Argentina","Moreno, Bernardo de Irigoyen, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, P1091, Argentina",-34.6124679,-58.3805267
MAIPÚ Nº 3,BARCALA 283,MAIPU,BARCALA 283,"BARCALA 283, MAIPU, Argentina","283, Coronel Barcala, Distrito Ciudad de Maipú, Departamento Maipú, Mendoza, 5515, Argentina",-32.9797167,-68.784805
ROSARIO Nº 06,SANTIAGO 955,ROSARIO,SANTIAGO 955,"SANTIAGO 955, ROSARIO, Argentina","955, Santiago, Nuestra Señora de Lourdes, Distrito Centro, Rosario, Municipio de Rosario, Gran Rosario, Departamento Rosario, S2000, Argentina",-32.9451991,-60.6564274
LA PLATA Nº 02,CALLE 42 689,LA PLATA,CALLE 42 689,"CALLE 42 689, LA PLATA, Argentina","689, Calle 42, La Loma, La Plata, Partido de La Plata, Buenos Aires, 1900, Argentina",-34.9105899,-57.9594281
ITUZAINGO Nº 4,JOSE MARIA PAZ 798,ITUZAINGO,JOSE MARIA PAZ 798,"JOSE MARIA PAZ 798, ITUZAINGO, Argentina","José María Paz, Los Portones, Ituzaingó, Partido de Ituzaingó, Buenos Aires, B1712CDU, Argentina",-34.6482938,-58.6620446
RIO CEBALLOS,CHACABUCO 111,RIO CEBALLOS,CHACABUCO 111,"CHACABUCO 111, RIO CEBALLOS, Argentina","Chacabuco, Ramenvil, Río Ceballos, Municipio de Río Ceballos, Pedanía Río Ceballos, Departamento Colón, Córdoba, X5111, Argentina",-31.1714354,-64.3152198
CAPITAL FEDERAL Nº 008,PARANA 754,CABA,PARANA 754,"PARANA 754, CABA, Argentina","754, Paraná, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1138, Argentina",-34.6000153,-58.3882118
SAN MARTIN Nº 1,CALLE 62 4000,SAN MARTIN,CALLE 62 4000,"CALLE 62 4000, SAN MARTIN, Argentina","Alejandro Fleming, General San Martín, Villa Vatteone, Partido de Florencio Varela, Buenos Aires, 1888, Argentina",-34.8125056,-58.2620442
CAPITAL FEDERAL Nº 059,TACUARI 163,CABA,TACUARI 163,"TACUARI 163, CABA, Argentina","163, Tacuarí, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1091AAQ, Argentina",-34.6101996,-58.3792014
CAPITAL FEDERAL Nº 061,PARANA 145,CABA,PARANA 145,"PARANA 145, CABA, Argentina","145, Paraná, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1037ACC, Argentina",-34.6071771,-58.3877289
CORDOBA Nº 07,AV. GENERAL PAZ 323,CORDOBA,AV. GENERAL PAZ 323,"AV. GENERAL PAZ 323, CORDOBA, Argentina","323, Avenida General Paz, Centro, Córdoba, Municipio de Córdoba, Pedanía Capital, Departamento Capital, Córdoba, X5000, Argentina",-31.4114094,-64.1852769
OLIVOS Nº 06,FRAY JUSTO SARMIENTO 2323,OLIVOS,FRAY JUSTO SARMIENTO 2323,"FRAY JUSTO SARMIENTO 2323, OLIVOS, Argentina","2323, Fray Justo Sarmiento, Olivos, Vicente López, Partido de Vicente López, Buenos Aires, B1602BXI, Argentina",-34.5218768,-58.502568
SAN MARTIN Nº 5,GUEMES 2401,SAN MARTIN,GUEMES 2401,"GUEMES 2401, SAN MARTIN, Argentina","Registro del Automotor San Martín n°5, 2401, 99 - Güemes, General San Martín, Partido de General San Martín, Buenos Aires, B1650BNJ, Argentina",-34.5769356,-58.5449327
